id,structure_dc809,structure_17387,structure_1b96b,structure_313c0,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
e26e7,gemini-v15-flash,original,llama-3-70b,gemini-v15-flash,15.083186072740759,-18.82566228795973,-0.09821853882587192,1.4503460668027401,61177887.0328318,98.45940197659766,False,True,True
4bed7,llama-3-70b,gemini-v15-flash,original,gemini-v15-flash,27.574409971487647,12.64287043028,0.06020752243449098,1.2370008338242768,44976181.924216434,98.30356968031006,False,False,False
cd14a,llama-3-70b,gemini-v15-pro,gemini-v15-flash,gemini-v15-flash,28.055256775671662,11.981005494332878,0.2206630081979769,1.2287881579250097,45316945.84257137,98.14574118543021,False,False,False
fa9e7,gemini-v15-flash,original,gpt-4-o,llama-3-70b,0.0973990553309322,-0.22108567498771461,-0.21680810692331925,1.7062974650412799,51599243.29202266,98.57604998618245,False,True,True
d4580,original,gpt-4-o,gpt-4-o,gpt-4-o,44.62218665399016,51.54012347258931,0.8970257295533435,0.9458314562216401,24949769.222698547,97.48045193217459,False,False,False
b7862,original,gemini-v15-pro,llama-3-70b,gemini-v15-pro,19.1243393594679,19.169413776690917,-0.24201813608297748,1.3813247445970773,41615963.90503132,98.60084727459683,False,False,True
0c284,original,gemini-v15-flash,gpt-4-o,original,13.914645032811714,24.559014477489793,-0.2603007033254079,1.4703042920678855,38841105.54130096,98.6188305180907,False,False,True
49cca,gemini-v15-flash,gpt-4-o,original,llama-3-70b,28.474669784606913,57.628915514358816,-0.030707238342009956,1.2216247472912074,21814929.2855554,98.39299597687724,False,False,True
28a67,gemini-v15-flash,original,llama-3-70b,gpt-4-o,15.702539628066091,-18.86024790193152,0.014092009149040104,1.439767749607563,61195693.5802037,98.34893018648299,False,True,False
e3ecb,llama-3-70b,gemini-v15-flash,original,original,15.908606475708764,22.33466277182026,-0.08945616827582638,1.4362482082098722,39986322.279424086,98.45078306432481,False,False,True
74257,original,original,original,gemini-v15-flash,16.10474203538395,-20.457129522861102,-0.040566127390376086,1.4328982893377542,62017854.73234006,98.40269345535414,False,True,True
0aae0,gemini-v15-flash,gpt-4-o,original,gpt-4-o,44.26350988121727,50.0552982726815,0.4669195127049686,0.9519575156271458,25714237.65985588,97.90351641339592,False,False,False
15c01,original,gemini-v15-pro,llama-3-70b,original,13.811279705964647,23.5358685771456,-0.4167962807205362,1.4720697315409779,39367876.468591675,98.77276393655939,False,False,True
01267,llama-3-70b,original,gemini-v15-flash,original,2.422670168516438,-4.2971490589785875,-0.16484581439075827,1.6665827412158252,53697821.49847229,98.5249384247304,False,True,True
f1ccb,llama-3-70b,gemini-v15-pro,llama-3-70b,gemini-v15-flash,28.253764601154078,10.071166975745076,-0.055241040520658334,1.2253977216780185,46300234.15665598,98.41712810955636,False,False,True
b0cf5,original,gemini-v15-flash,llama-3-70b,llama-3-70b,12.915523943628505,24.56811108036124,0.06954302293822195,1.4873688906431197,38836422.11743328,98.29438702141596,False,False,False
d8097,gemini-v15-pro,gemini-v15-flash,llama-3-70b,gemini-v15-pro,19.99027357932237,18.883883324844273,0.011905262772085918,1.3665349258109927,41762970.44714657,98.35108113126195,False,False,False
ce3e9,llama-3-70b,gpt-4-o,original,llama-3-70b,28.75302928594463,57.12318679964908,0.0798599018971532,1.2168704755604267,22075305.820236884,98.28423905127833,False,False,False
5bb65,gpt-4-o,gemini-v15-flash,gemini-v15-flash,gemini-v15-pro,19.74047279892247,19.863886370888906,-0.12182228093604104,1.3708014257252217,41258411.79804385,98.48261927623098,False,False,True
d6c7a,gemini-v15-flash,gemini-v15-pro,llama-3-70b,llama-3-70b,12.99140465944471,25.43855718102139,-0.01657451587402165,1.4860728776082397,38388269.31786962,98.3790946365456,False,False,True
05f40,gemini-v15-pro,gemini-v15-pro,gemini-v15-flash,gemini-v15-pro,20.043938669179095,19.79310303755939,-0.05494756478199354,1.365618347004056,41294854.89195858,98.41683943862749,False,False,True
e5d82,gpt-4-o,gemini-v15-flash,original,gemini-v15-pro,20.02282618400829,19.275575601786247,-0.47528881726238176,1.3659789400175213,41561306.04731081,98.83029882830944,False,False,True
27a69,llama-3-70b,gpt-4-o,gemini-v15-flash,gpt-4-o,44.4446384053417,50.81015673378071,0.7855876004306277,0.9488639110699296,25325595.637840535,97.59006558675284,False,False,False
90479,gemini-v15-flash,original,original,llama-3-70b,0.14459753264116534,-1.1314914794747823,-0.38324009644372214,1.7054913334548474,52067969.511498466,98.73975713699052,False,True,True
fce2d,gemini-v15-flash,gemini-v15-pro,llama-3-70b,original,15.849604371238883,21.918298147834328,0.1222033358874768,1.437255941145122,40200689.339873955,98.24258886759694,False,False,False
6666e,original,gemini-v15-flash,original,gpt-4-o,28.628616220863197,9.833708757180966,0.2532053190022471,1.2189954021945595,46422490.50928735,98.11373166011101,False,False,False
34f89,gemini-v15-pro,original,gpt-4-o,gpt-4-o,14.954176258718908,-17.269429663752494,-0.08703438925193646,1.4525495041161776,60376654.18592509,98.44840093487343,False,True,True
3edf8,gemini-v15-flash,original,llama-3-70b,gemini-v15-pro,6.7281536030425775,-8.22745905630224,-0.19393611598233634,1.5930467631667853,55721357.96686225,98.55355245742584,False,True,True
41ce7,gemini-v15-flash,gemini-v15-flash,llama-3-70b,original,15.680469309194555,22.38548100921788,-0.10148830260227668,1.4401447020471096,39960158.29828687,98.46261820752294,False,False,True
b4b95,original,gemini-v15-flash,gpt-4-o,llama-3-70b,13.237477479845591,24.52047000842627,-0.026679667322371668,1.4818700497969985,38860950.321701966,98.38903434559349,False,False,True
f161d,original,gemini-v15-pro,llama-3-70b,llama-3-70b,12.917645084674815,25.883869171741637,-0.20610419331909813,1.4873326623812317,38158998.58511639,98.56552131796373,False,False,True
01d47,llama-3-70b,original,llama-3-70b,original,2.519092305231929,-2.3387594084494427,-0.019646657673880574,1.664935888722539,52689536.43193512,98.38211648097817,False,True,True
4f09c,gpt-4-o,original,original,gpt-4-o,15.885522573374159,-21.247549929164112,0.0795083908987979,1.4366424722597002,62424805.96992765,98.28458480730868,False,True,False
7c1c5,original,gemini-v15-pro,original,llama-3-70b,12.661235165585184,24.99223147210854,-0.048940206725649554,1.4917120438069105,38618061.967655554,98.41093043354907,False,False,True
f77c7,gemini-v15-flash,gemini-v15-pro,llama-3-70b,gemini-v15-pro,20.08516382991324,19.230711355011447,-0.10652409866369421,1.3649142373353242,41584404.59158275,98.46757155710219,False,False,True
657ac,llama-3-70b,gpt-4-o,llama-3-70b,original,31.692465082403317,57.19890413925211,0.1358834243584921,1.1666660584509372,22036322.43264646,98.2291327506999,False,False,False
a95c2,gemini-v15-flash,gpt-4-o,gemini-v15-flash,llama-3-70b,28.767137683747343,57.24002793247304,0.22825358393070583,1.216629509627819,22015149.676462404,98.13827488325009,False,False,False
e9730,gemini-v15-pro,gemini-v15-flash,gemini-v15-flash,gpt-4-o,28.579222716622464,9.837102791988858,-0.010584690678692174,1.2198390239849686,46420743.07633335,98.3732028772787,False,False,True
4c247,gemini-v15-pro,gemini-v15-flash,original,original,15.8860216820643,22.53803915697716,-0.06259936052593794,1.4366339476779104,39881613.100643136,98.42436595851959,False,False,True
a0de5,gemini-v15-pro,gemini-v15-flash,gemini-v15-flash,original,15.903636851157083,21.486731828442117,0.057738942250556695,1.4363330874592066,40422883.056505375,98.3059978446889,False,False,False
2eda6,gemini-v15-flash,original,llama-3-70b,llama-3-70b,0.18760572607217665,0.49480749064508,-0.3075308773331757,1.7047567702829838,51230662.714634225,98.66528743566563,False,False,True
bf29a,gemini-v15-flash,gemini-v15-flash,llama-3-70b,gemini-v15-pro,20.14338602661606,19.220125448617672,-0.1796690020074071,1.3639198249205946,41589854.78957053,98.53951892585646,False,False,True
bdaec,original,original,original,original,0.0,0.0,0.0,1.7079610029235481,51485416.411628775,98.36279148005761,False,False,False
5e594,llama-3-70b,gemini-v15-pro,llama-3-70b,llama-3-70b,12.637049365707762,23.974151018631442,-0.1570791706681138,1.492125127837062,39142224.928533636,98.51729893716049,False,False,True
7123d,gemini-v15-flash,gemini-v15-flash,gpt-4-o,gemini-v15-flash,27.957561140765733,10.24211523507882,0.1908093427671395,1.2304567612707615,46212220.73348957,98.1751060841071,False,False,False
51ca3,gpt-4-o,gemini-v15-flash,gemini-v15-flash,original,15.510439677215443,23.677733344968768,0.09953065739429524,1.4430487418547273,39294836.802136526,98.26489034706613,False,False,False
ffa25,llama-3-70b,gemini-v15-pro,gpt-4-o,gpt-4-o,28.22098967356999,11.538239693091224,-0.008376285619187879,1.2259575046598912,45544905.65906892,98.37103062841499,False,False,True
1231a,llama-3-70b,gemini-v15-flash,gemini-v15-flash,gemini-v15-flash,27.606923610230506,10.678501841997624,0.17981646796331138,1.2364455135539174,45987545.27175285,98.18591898262805,False,False,False
c18ec,gpt-4-o,gemini-v15-pro,llama-3-70b,gpt-4-o,28.12579265751251,11.384552290169177,0.12352765261718889,1.2275834325700998,45624032.258435555,98.24128623269355,False,False,False
293c7,llama-3-70b,original,llama-3-70b,llama-3-70b,-1.049911816390202,0.9379899959797002,-0.13967145555331248,1.725893087312579,51002488.35629921,98.50017622264068,True,False,True
83b83,llama-3-70b,original,original,gpt-4-o,14.705329756772763,-20.697336103676545,0.06678402058046742,1.4567997053265571,62141526.090721026,98.29710085315205,False,True,False
1ebcd,llama-3-70b,original,gpt-4-o,gemini-v15-pro,6.026756529385793,-6.61692937639166,-0.07948855448204319,1.6050263516604901,54892170.05472741,98.4409786411533,False,True,True
a87dd,gemini-v15-pro,gemini-v15-flash,gpt-4-o,llama-3-70b,12.510927175624984,25.900310084287337,-0.14811396017413936,1.494279245659709,38150533.91283036,98.50848050585655,False,False,True
e3146,llama-3-70b,gemini-v15-flash,gemini-v15-flash,gemini-v15-pro,18.74451230248736,19.31863179967735,0.22652575971892094,1.3878120426088572,41539138.38453556,98.13997441937667,False,False,False
0068d,gemini-v15-flash,original,gpt-4-o,gemini-v15-flash,14.063878476638351,-19.310476929777817,-0.018808045566385975,1.4677554430440067,61427495.86999639,98.38129159869955,False,True,True
80998,llama-3-70b,gemini-v15-flash,gpt-4-o,gemini-v15-pro,19.325722998053575,18.26674537780852,-0.049507140142631724,1.3778851905837655,42080706.48901211,98.41148808508385,False,False,True
c1832,gpt-4-o,gpt-4-o,original,original,31.3005849529747,56.453110136864034,0.35989093183751375,1.1733592182397843,22420297.580348913,98.00879271321864,False,False,False
7c329,gpt-4-o,gpt-4-o,gemini-v15-flash,gemini-v15-flash,44.28272782326083,49.746997093206005,1.074098763772928,0.9516292806714773,25872967.805910803,97.30627795275777,False,False,False
79159,llama-3-70b,original,gemini-v15-flash,gemini-v15-pro,6.229678662929429,-8.822414564806031,-0.1689772705147696,1.6015605207532644,56027673.28787935,98.52900224030275,False,True,True
5db77,gemini-v15-flash,gemini-v15-pro,gpt-4-o,llama-3-70b,12.446979962539613,25.420709035904302,-0.21069593657666205,1.4953714391216635,38397458.5097049,98.57003788480947,False,False,True
60784,gemini-v15-pro,gemini-v15-flash,gemini-v15-flash,llama-3-70b,11.400438454846283,26.324659094748558,-0.1033524678441787,1.5132459599524737,37932056.057755776,98.46445185249267,False,False,True
8ad4a,gpt-4-o,gpt-4-o,gemini-v15-flash,gemini-v15-pro,34.75204681874465,54.28372543922574,0.5637964758764856,1.114409595541656,23537214.32549814,97.80822552811931,False,False,False
5523d,llama-3-70b,gpt-4-o,gemini-v15-flash,llama-3-70b,28.265168143066884,56.75064821097486,0.09488345792438516,1.2252029536291957,22267108.86390981,98.26946146219038,False,False,False
31d3a,original,gemini-v15-flash,llama-3-70b,gemini-v15-flash,28.75558690444377,9.554550775375354,0.4097620107943806,1.2168267924338578,46566216.15866627,97.95973812781544,False,False,False
5830b,llama-3-70b,gpt-4-o,gpt-4-o,gpt-4-o,43.616345657272085,49.84468185684236,0.9754811396220208,0.9630108281970025,25822674.39858191,97.40328100076391,False,False,False
a438c,llama-3-70b,gpt-4-o,llama-3-70b,gemini-v15-pro,35.07995909066298,54.11568034826943,0.42691551603341354,1.1088089818134903,23623733.0403363,97.94286546122565,False,False,False
ab63a,gemini-v15-pro,original,original,gemini-v15-flash,13.887217262109772,-20.32103280379679,-0.09043613377393737,1.470772747695446,61947784.769807234,98.4517469857443,False,True,True
73503,gemini-v15-flash,gpt-4-o,gemini-v15-flash,gemini-v15-flash,43.316058352300416,50.9612441211381,0.8700414150633521,0.9681396182626486,25247807.667314135,97.5069944571687,False,False,False
81880,gemini-v15-pro,gpt-4-o,llama-3-70b,original,31.398248459789873,56.78514372206733,0.21736788326450338,1.1716911636292935,22249348.706380535,98.14898236229753,False,False,False
215d4,gemini-v15-flash,gpt-4-o,llama-3-70b,gemini-v15-flash,43.85097617702474,51.738962467836465,0.562130701877447,0.9590034304186702,24847396.138006847,97.80986402992451,False,False,False
46250,original,gemini-v15-pro,gemini-v15-flash,llama-3-70b,12.440043086788382,24.48803820974932,-0.06762989014842022,1.4954899182543158,38877647.96830057,98.42931412788249,False,False,True
7ad69,gpt-4-o,gpt-4-o,gpt-4-o,llama-3-70b,28.08090337854556,56.77367062085397,0.020099020528187902,1.2283501239493488,22255255.68031556,98.34302152240593,False,False,False
6b1fb,gpt-4-o,gpt-4-o,gemini-v15-flash,gpt-4-o,43.79171561918669,50.47170530667402,0.6666423402467259,0.9600155776366591,25499848.76443752,97.70706346500295,False,False,False
16112,original,gpt-4-o,llama-3-70b,gpt-4-o,44.101963733762524,50.410806860563525,0.3281722710926777,0.9547166608273983,25531202.58300572,98.03999207334735,False,False,False
41eef,gemini-v15-flash,gemini-v15-pro,original,gemini-v15-flash,27.76338075971833,10.35277275312036,0.1298335117346628,1.2337732864543796,46155248.24953511,98.2350836136388,False,False,False
4465f,gemini-v15-flash,original,gpt-4-o,gemini-v15-pro,5.680274166486671,-7.705032890629236,-0.09064065615761627,1.6109441353008151,55452384.680022195,98.45194815967008,False,True,True
d2929,gemini-v15-flash,gpt-4-o,gpt-4-o,gemini-v15-pro,34.83361970307874,54.50953856093025,0.4379584527542686,1.1130163624882699,23420953.499476474,97.93200332040564,False,False,False
39c6f,gemini-v15-flash,gpt-4-o,original,gemini-v15-flash,43.823636186024906,51.379481652534,1.2466997965598645,0.9594703868031502,25032476.33268524,97.13650275878513,False,False,False
30b53,original,original,llama-3-70b,gpt-4-o,14.692040908831428,-21.06044333690583,0.08184366424976719,1.457026673667133,62328473.36176987,98.28228776725197,False,True,False
06eae,llama-3-70b,gpt-4-o,gpt-4-o,llama-3-70b,28.47187986452563,56.71618884170474,0.3056171361674955,1.2216723980382085,22284850.413671356,98.06217793368185,False,False,False
b78a1,original,gemini-v15-flash,original,gemini-v15-flash,28.977272682720603,10.253696717351216,0.4335963277619723,1.213040485791862,46206257.95911499,97.93629402831591,False,False,False
2a210,original,original,llama-3-70b,llama-3-70b,-1.874404343520782,-0.7289166097708221,-0.14710125594512308,1.7399750981479882,51860702.16346281,98.50748438170746,True,True,True
34750,original,original,gpt-4-o,llama-3-70b,-0.7850310524426024,-0.8135494187460512,-0.28394539328688695,1.721369027160108,51904275.717584565,98.64208809517362,True,True,True
3dedc,gpt-4-o,original,gemini-v15-flash,gemini-v15-flash,16.31141361308775,-21.379218160029513,0.13985735785119888,1.4293684193864464,62492595.90687053,98.22522387878492,False,True,False
18906,gemini-v15-flash,original,original,gpt-4-o,15.716998697544968,-18.62874336096472,-0.002631304298166011,1.439520794339478,61076502.50327511,98.36537970441762,False,True,True
21701,original,gemini-v15-flash,gemini-v15-flash,original,13.914312682653687,23.626443125898373,-0.25974860606202865,1.4703099684789778,39321243.78500336,98.61828745981076,False,False,True
96215,gemini-v15-pro,gpt-4-o,llama-3-70b,llama-3-70b,28.077369353997245,56.92841646260025,0.023475310992770643,1.228410483710468,22175584.13931281,98.3397005088565,False,False,False
f5077,llama-3-70b,gemini-v15-pro,original,llama-3-70b,12.51928294389994,25.72874094994248,-0.29495102467684525,1.494136532396078,38238866.996081635,98.65291354142879,False,False,True
de2e8,gemini-v15-pro,gpt-4-o,llama-3-70b,gemini-v15-pro,34.78607452375461,53.86645416279533,0.32891249061494054,1.113828415609896,23752048.179734457,98.03926397276217,False,False,False
659ba,gemini-v15-flash,gemini-v15-flash,gemini-v15-flash,gemini-v15-flash,27.658398613423223,12.386857077009655,0.4392677130117325,1.235566340573132,45107991.46521705,97.93071549546866,False,False,False
67f02,gpt-4-o,gemini-v15-flash,original,original,15.443934791102604,22.16520495849191,-0.10220012712409171,1.4441846193745733,40073568.340258226,98.46331837799303,False,False,True
ec5f0,llama-3-70b,gemini-v15-flash,llama-3-70b,gemini-v15-flash,27.781921590798422,11.995583471737284,-0.06100266327554383,1.2334566162899137,45309440.31020032,98.42279540253261,False,False,True
fd5f3,llama-3-70b,gemini-v15-flash,gemini-v15-flash,llama-3-70b,12.666501522391162,23.902275362807426,0.08196215982083845,1.4916220964863895,39179230.40923322,98.28217121170049,False,False,False
5725a,gpt-4-o,gemini-v15-flash,gemini-v15-flash,gemini-v15-flash,28.83043723116627,10.73178707491538,0.4722891586357224,1.2155483780428766,45960111.14769924,97.89823467976584,False,False,False
d2eaf,original,gemini-v15-flash,llama-3-70b,gemini-v15-pro,18.47716521136705,21.5654638958416,-0.1765308941738611,1.3923782266676425,40382347.52375527,98.53643219539173,False,False,True
3d045,gemini-v15-pro,gemini-v15-flash,original,gemini-v15-pro,19.253847246141675,19.30418147852439,-0.10854101109665659,1.3791128003969788,41546578.192553975,98.46955544847296,False,False,True
6d6e2,gpt-4-o,gpt-4-o,llama-3-70b,gemini-v15-flash,43.942688265840275,49.30980352040261,0.8237009975715581,0.9574370237067342,26098058.73739351,97.55257618539714,False,False,False
2fabc,gemini-v15-pro,gpt-4-o,llama-3-70b,gpt-4-o,43.62094530711955,49.79335140691624,0.5458558109034801,0.9629322679713368,25849102.094472338,97.82587246699684,False,False,False
2d53f,gpt-4-o,gpt-4-o,gpt-4-o,gpt-4-o,43.45031267908012,49.1774964062282,0.4246942940917183,0.9658466067165137,26166177.60606841,97.94505031713247,False,False,False
e086f,original,gpt-4-o,gemini-v15-flash,gemini-v15-pro,34.52173811610356,55.91556834587788,0.36618091290709437,1.118343178369105,22697053.209824663,98.00260571225503,False,False,False
bb36a,gpt-4-o,gpt-4-o,llama-3-70b,gpt-4-o,43.74984918350612,49.42517601513921,0.3158923729315551,0.9607306400313973,26038658.728053886,98.05207092396954,False,False,False
71a5a,original,gpt-4-o,original,llama-3-70b,28.419550315190726,57.46817769038251,-0.12096885650914722,1.2225661663338543,21897685.82356059,98.48177982414151,False,False,True
77c1c,gpt-4-o,original,llama-3-70b,gemini-v15-pro,5.269622932849617,-8.999509544529127,-0.03334672541247353,1.6179578982293605,56118851.37563387,98.39559225004051,False,True,True
7b0d4,gpt-4-o,gpt-4-o,gemini-v15-flash,llama-3-70b,28.00600399813935,56.94236456205724,0.454484506065584,1.2296293761581183,22168402.902225867,97.91574783304715,False,False,False
66179,original,gpt-4-o,llama-3-70b,llama-3-70b,28.607990619131435,58.194129815930346,0.28244481493515133,1.2193476794287563,21523926.34877322,98.08497087569671,False,False,False
bc2c7,original,gpt-4-o,gpt-4-o,original,28.87747251609701,56.31197979356095,0.40683171649425076,1.2147450337186456,22492959.125281665,97.96262044708763,False,False,False
6675e,gemini-v15-flash,gpt-4-o,gemini-v15-flash,original,31.329897746157858,57.11881198525006,0.1434264275223547,1.1728585671633482,22077558.21164746,98.2217132422265,False,False,False
fa4ce,gemini-v15-flash,gpt-4-o,gemini-v15-flash,gemini-v15-pro,35.19495240892582,54.82812809265802,0.43336660115582426,1.1068449407815932,23256926.352422576,97.9365199938185,False,False,False
0c5ea,llama-3-70b,gpt-4-o,original,original,31.037091258818702,57.24316683648942,0.3952935513206944,1.1778595877811313,22013533.59865881,97.97396970843792,False,False,False
ff2f8,gpt-4-o,original,llama-3-70b,original,1.643330804742434,-3.7898042194626314,-0.09776378074707155,1.6798935536295176,53436612.89520459,98.45895466385687,False,True,True
76a66,original,gpt-4-o,llama-3-70b,original,29.104127406359243,56.590344263342615,0.2559679852777197,1.2108738565817476,22349642.01887255,98.11101422444318,False,False,False
412c5,llama-3-70b,gemini-v15-flash,gemini-v15-flash,original,15.004979254799643,22.941141908595363,-0.006790612408061835,1.4516818087548018,39674073.97040577,98.36947091598077,False,False,True
