id,structure_a17d2,structure_b7b02,structure_92ae6,structure_2b2e8,structure_ffa98,structure_e1550,structure_8d8ac,structure_6a647,structure_1899b,structure_5d807,structure_78f0f,structure_8a9d8,structure_0eee6,structure_b91ec,structure_75a22,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
14fc7,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.774224762176352,1.8954236178252466,0.15825845306162153,32.55003033205867,30521328.386854433,99.26258031218404,False,False,False
1b009,mistral-large,gpt-4-turbo,original,gpt-4-turbo,original,original,claude-v3-sonnet,original,original,original,original,original,original,claude-v3-sonnet,original,11.61646950850844,3.202247630345084,0.12054316625731831,32.60823257826269,30114762.186776616,99.30007682043204,False,False,False
27b35,mistral-large,gpt-4-turbo,original,gpt-4-turbo,original,original,claude-v3-sonnet_1,original,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,original,11.402576376576366,0.9090520664695934,0.17704415149710312,32.68714634142816,30828198.577222504,99.24390358568888,False,False,False
36ac9,mistral-large,claude-v3-sonnet_1,original,gpt-4-turbo,mistral-large,original,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.37694318554864,3.074789266412685,0.11362879027505068,32.69660345464945,30154415.77608602,99.30695108755333,False,False,False
7d8c9,mistral-large,gpt-4-turbo,original,claude-v3-sonnet_1,gpt-4-turbo,original,claude-v3-sonnet_1,gemini-v15-pro,original,original,gemini-v15-pro,gpt-4-turbo,original,original,original,1.370195250026259,0.958636675308632,0.020488978625773153,36.38849449157715,30812772.302678343,99.39955061447316,False,False,False
41401,original,claude-v3-sonnet_1,gpt-4-turbo_1,claude-v3-sonnet_1,original,original,claude-v3-sonnet,gemini-v15-pro,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,original,original,claude-v3-sonnet,original,0.739088166178038,0.4805916131071537,0.05191713940381794,36.62133523076773,30961496.968389418,99.36830476193734,False,False,False
c26f5,gpt-4-turbo,claude-v3-sonnet_1,gpt-4-turbo_1,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,original,original,original,0.22151148087696684,0.6480058601817928,-0.03073987858076449,36.812290048226714,30909412.698724996,99.4504823037043,False,False,True
50903,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.71617652482085,1.6143398445520545,0.10038275062248225,32.571446657180786,30608776.39860535,99.3201202896772,False,False,False
aec4d,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,original,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.348782469755008,1.5931153105376794,0.17611132822372544,32.70699307322502,30615379.566331055,99.24483099784793,False,False,False
519d3,gpt-4-turbo,claude-v3-sonnet_1,gpt-4-turbo_1,claude-v3-sonnet_1,original,original,original,gemini-v15-pro,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,original,1.9750004558238332,0.2735954628867094,0.015490876183342155,36.16535757109523,31025895.569440212,99.40451972395996,False,False,False
04e13,mistral-large,claude-v3-sonnet_1,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo_1,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,original,gemini-v15-pro,original,0.6905261980097502,1.5844300439474641,-0.009018132518457877,36.63925169035792,30618081.640826486,99.42888656098565,False,False,True
d948a,original,claude-v3-sonnet_1,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,original,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,10.988764731939757,1.8977199755475758,0.02854912755151827,32.83981806971133,30520613.96668443,99.39153722079959,False,False,False
a6557,mistral-large,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.950332859176617,1.9042681277370148,0.17530599462954283,32.48505698516965,30518576.77014711,99.24563165986896,False,False,False
b0f06,original,original,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.53389466579304,2.10536098867568,0.059685097482918115,32.63869775272906,30456014.74224485,99.36058186417192,False,False,False
cb805,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,10.492208231711118,1.2605244536538274,0.15673388789516568,33.023017697036266,30718851.9540194,99.26409603366417,False,False,False
0ad09,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.45944843279249,2.542027325664824,0.2052990839066039,32.66616395674646,30320163.41748288,99.215812554282,False,False,False
2962c,mistral-large,gpt-4-turbo,original,gpt-4-turbo,original,original,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.433819275626336,3.003404635519482,0.11104785542931293,32.67561958171427,30176624.25851989,99.30951705093133,False,False,False
fcb79,mistral-large,claude-v3-sonnet_1,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,original,original,original,claude-v3-sonnet_1,0.9817473001336481,1.0870347643086287,-0.05535508745007556,36.53180853463709,30772826.35537261,99.47495472485235,False,False,True
649a7,original,original,claude-v3-sonnet,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,gemini-v15-pro,claude-v3-sonnet,original,gpt-4-turbo,claude-v3-sonnet,original,original,0.4758343110001006,0.9575937391834511,0.014967553155729818,36.71846014633775,30813096.77068113,99.40504001129923,False,False,False
6a171,gpt-4-turbo,claude-v3-sonnet_1,gpt-4-turbo_1,claude-v3-sonnet_1,original,gemini-v15-pro,original,gpt-4-turbo,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,original,0.8307413279549417,1.3274832351897083,-0.04045581901473922,36.58752069994807,30698020.398193922,99.46014188398298,False,False,True
e147a,original,gpt-4-turbo,claude-v3-sonnet,gemini-v15-pro,original,original,claude-v3-sonnet,gpt-4-turbo_1,original,claude-v3-sonnet,original,original,claude-v3-sonnet,original,claude-v3-sonnet_1,2.227384906916044,0.051147453008304145,0.09200351488864822,36.0722428150475,31095101.400695752,99.32845091920247,False,False,False
a1c1b,mistral-large,claude-v3-sonnet_1,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,claude-v3-sonnet_1,1.5642508150384238,1.3666562940805724,0.04495844563281309,36.31689960323274,30685833.2624005,99.37522308976907,False,False,False
e2823,mistral-large,original,original,claude-v3-sonnet_1,original,original,claude-v3-sonnet_1,gemini-v15-pro,original,original,original,gpt-4-turbo,original,gemini-v15-pro,original,-0.5942215748037191,-0.030259179774319626,-0.032629246189910144,37.113246720284224,31120427.829529688,99.45236071148382,True,True,True
09fbb,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gemini-v15-pro,claude-v3-sonnet_1,gpt-4-turbo,original,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,original,claude-v3-sonnet,original,0.4686584903009448,1.151164796554767,0.07695845246767957,36.721107594668865,30752874.85213163,99.3434087083368,False,False,False
8e060,original,claude-v3-sonnet_1,original,gpt-4-turbo,original,original,claude-v3-sonnet_1,original,original,claude-v3-sonnet,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.162396663966067,2.7934939725702317,0.10935157761889382,32.77575827948749,30241929.594030626,99.311203488986,False,False,False
aac6b,original,claude-v3-sonnet_1,claude-v3-sonnet,gpt-4-turbo,original,gemini-v15-pro,original,gemini-v15-pro,original,claude-v3-sonnet,original,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.163118159739975,2.155387112084068,0.07785168731478899,32.77549209073186,30440451.108041685,99.34252065495977,False,False,False
37f36,original,original,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,original,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.519614412132682,1.6771480267206647,0.10662718947700847,32.64396631158888,30589236.13632562,99.31391207351733,False,False,False
a2aad,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,claude-v3-sonnet_1,original,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,original,11.689411186872304,0.6168931649309704,0.13066051292195235,32.5813214648515,30919092.173666626,99.29001816239699,False,False,False
62c96,mistral-large,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.866707793785361,1.7562286006212788,0.1153563426302492,32.51590962894261,30564633.3679936,99.30523355637104,False,False,False
53a3a,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet_1,original,original,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,claude-v3-sonnet,gemini-v15-pro,claude-v3-sonnet_1,2.4630221379919437,1.682206360836161,0.04629701171248242,35.98530678078532,30587662.43729625,99.3738922884336,False,False,False
57923,original,gpt-4-turbo,original,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet,gpt-4-turbo_1,gemini-v15-pro,claude-v3-sonnet,original,original,claude-v3-sonnet,claude-v3-sonnet,original,11.310414801830932,2.220676108652008,0.0963374113462861,32.72114844620228,30420139.039249547,99.3241421627793,False,False,False
e699d,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,claude-v3-sonnet_1,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,1.1757793536397556,0.5138772163572114,-0.003519756751657267,36.460222320631146,30951141.479738288,99.42342008015626,False,False,True
e1eab,mistral-large,claude-v3-sonnet_1,gpt-4-turbo_1,gemini-v15-pro,original,gemini-v15-pro,claude-v3-sonnet_1,gpt-4-turbo_1,original,claude-v3-sonnet,original,gpt-4-turbo,claude-v3-sonnet,original,claude-v3-sonnet_1,1.0289447982172288,0.796608494876025,-0.020430920786732004,36.514395482838154,30863180.912401535,99.44023314603628,False,False,True
a652f,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gemini-v15-pro,original,gemini-v15-pro,claude-v3-sonnet_1,gpt-4-turbo_1,original,claude-v3-sonnet,original,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,1.0192984215806729,0.7454396493896517,0.04440391418763191,36.51795441843569,30879100.05902913,99.37577440449235,False,False,False
5e4d4,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,gpt-4-turbo,gemini-v15-pro,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,original,11.574016341545615,1.148442899471436,0.10683267758423705,32.623895255848765,30753721.66191135,99.31370777740399,False,False,False
f6ea7,original,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,original,original,claude-v3-sonnet,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.464743827773592,1.9845549096013504,0.16853707686753538,32.664210272952914,30493598.738287933,99.25236131254296,False,False,False
9a78e,mistral-large,claude-v3-sonnet_1,original,gpt-4-turbo,mistral-large,original,claude-v3-sonnet,gemini-v15-pro,original,original,original,gpt-4-turbo,claude-v3-sonnet,gemini-v15-pro,claude-v3-sonnet_1,11.39255494168912,1.7334947539733978,0.09602979881267877,32.69084365107119,30571706.098182388,99.3244479909164,False,False,False
b9e7f,mistral-large,gpt-4-turbo,original,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gemini-v15-pro,original,original,gemini-v15-pro,claude-v3-sonnet_1,2.7231722118412005,0.4366132788383277,0.031222187860445914,35.889326974749565,30975179.07407322,99.3888796663591,False,False,False
587a2,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gemini-v15-pro,original,11.680806687513385,2.9162614606938666,0.1712587893027284,32.58449601009488,30203735.383745737,99.2496553881971,False,False,False
f8761,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,original,original,original,gpt-4-turbo,original,gemini-v15-pro,original,11.4191463843586,2.977211291056472,0.035261903397581194,32.68103300035,30184773.273554534,99.38486338437393,False,False,False
04ddb,original,claude-v3-sonnet_1,claude-v3-sonnet,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,original,original,original,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.245187184486651,0.9222484980709197,0.16975853261178608,32.745213532820344,30824093.03355378,99.25114694221014,False,False,False
13961,mistral-large,gpt-4-turbo,original,gpt-4-turbo,mistral-large,gemini-v15-pro,original,original,original,original,gemini-v15-pro,original,claude-v3-sonnet,claude-v3-sonnet,original,11.641389175561283,0.9255814554116865,0.18493848883989497,32.59903871268034,30823056.116732482,99.23605504175967,False,False,False
f00ed,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,gemini-v15-pro,original,original,original,original,claude-v3-sonnet,original,11.472688757949388,1.852407351737241,0.12878171431185403,32.66127906925976,30534711.18337285,99.29188606248603,False,False,False
0898f,mistral-large,claude-v3-sonnet_1,original,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet,gpt-4-turbo_1,original,claude-v3-sonnet,original,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.488114759560696,1.70016393209287,0.049773383852347065,32.65558779798448,30582075.654807925,99.37043608200749,False,False,False
1bfe1,mistral-large,gpt-4-turbo,original,claude-v3-sonnet_1,mistral-large,original,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,claude-v3-sonnet_1,2.1456253990046337,1.245803163373406,0.06403647926999465,36.102407179772854,30723431.89668361,99.35625572384808,False,False,False
79d8b,gpt-4-turbo,original,original,gpt-4-turbo,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gemini-v15-pro,original,11.325174635689564,1.7228188213392555,0.14119795915620367,32.71570295095444,30575027.489067286,99.2795418417028,False,False,False
6d003,original,claude-v3-sonnet_1,original,gpt-4-turbo,mistral-large,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,original,claude-v3-sonnet,original,original,claude-v3-sonnet,gemini-v15-pro,original,11.10963181088243,0.8518491788504703,0.10730582935909812,32.795225352048874,30845994.97553626,99.31323737028444,False,False,False
8e292,mistral-large,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,original,original,claude-v3-sonnet,claude-v3-sonnet_1,10.953360483117306,2.094492085016255,0.12952965725020385,32.85288011841476,30459396.168372232,99.29114245820953,False,False,False
fa51d,mistral-large,gpt-4-turbo,original,claude-v3-sonnet_1,mistral-large,original,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,claude-v3-sonnet,gemini-v15-pro,original,2.2290508362101487,0.9411998343816467,0.03453243160073567,36.07162818685174,30818197.080681447,99.38558862465618,False,False,False
3eae1,mistral-large,claude-v3-sonnet_1,original,gpt-4-turbo,original,original,claude-v3-sonnet,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,original,claude-v3-sonnet,claude-v3-sonnet_1,11.061608638384724,2.506497494713819,0.0692831046221599,32.8129430282861,30331217.108125817,99.35103953308139,False,False,False
97f0b,mistral-large,gpt-4-turbo,original,gpt-4-turbo,original,original,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,original,11.711804732680541,1.799444915622292,0.16708819236530578,32.573059586808085,30551188.334230065,99.2538017923667,False,False,False
3c624,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,original,original,original,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.216285747706513,2.362059933427399,0.018013915771194152,32.75587643310428,30376153.097882766,99.40201132000146,False,False,False
76672,original,original,claude-v3-sonnet,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.479041569915157,2.0787207871628484,0.12161433743508217,32.65893526189029,30464302.77903834,99.29901186289611,False,False,False
ca800,mistral-large,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,original,2.922207525952957,0.3574094524796393,0.10709429250391246,35.81589485704899,30999820.187494595,99.3134476800582,False,False,False
db11f,mistral-large,gpt-4-turbo,gpt-4-turbo_1,claude-v3-sonnet_1,mistral-large,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gemini-v15-pro,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,2.5303938259668404,0.80798260666518,0.06112003628141391,35.960450660437346,30859642.31090273,99.35915524915578,False,False,False
c9435,original,claude-v3-sonnet_1,original,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,gemini-v15-pro,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.429487014319701,1.8639821153062364,0.0851528229564615,32.67721792683005,30531110.157070946,99.33526187169164,False,False,False
8fa67,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,original,original,original,original,claude-v3-sonnet,original,11.954618223687081,2.0938357892878923,0.13948280334386928,32.48347594216466,30459600.348627456,99.281247048252,False,False,False
57ee6,original,original,gpt-4-turbo_1,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gemini-v15-pro,claude-v3-sonnet,original,gpt-4-turbo,original,original,original,0.8568040570834475,1.000634532913621,-0.011757577289667918,36.57790511287749,30799706.34336455,99.43161011480592,False,False,True
369b6,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,claude-v3-sonnet,gemini-v15-pro,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,original,1.9652218048779166,0.07456533714475025,0.02546400646139781,36.16896530799568,31087815.859508872,99.39460444574215,False,False,False
16a22,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,mistral-large,original,gpt-4-turbo,gemini-v15-pro,original,original,original,original,original,gemini-v15-pro,original,11.870957368502731,1.2055922637879855,0.14147502073184198,32.51434179022908,30735941.91523969,99.27926638730389,False,False,False
91e37,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gemini-v15-pro,original,original,gemini-v15-pro,original,2.4673459226357757,0.817259643334222,0.04186589794688515,35.98371156305075,30856756.130735867,99.37829769822729,False,False,False
64a2d,mistral-large,claude-v3-sonnet_1,original,gpt-4-turbo,mistral-large,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,claude-v3-sonnet,original,claude-v3-sonnet_1,11.107350361769676,1.9654533379386803,0.07920022935822812,32.79606707021594,30499541.43090148,99.34117993552903,False,False,False
0e2f5,mistral-large,gpt-4-turbo,original,gpt-4-turbo,mistral-large,original,claude-v3-sonnet_1,original,original,original,original,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.841794306265136,2.379504578871841,0.17450859209379926,32.52510121464729,30370725.891815152,99.24642443683798,False,False,False
b6529,mistral-large,claude-v3-sonnet_1,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.213126330389697,2.617253054413702,0.08298351413932906,32.757042068988085,30296759.930561528,99.33741859679826,False,False,False
e40b3,original,claude-v3-sonnet_1,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,original,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,original,claude-v3-sonnet,claude-v3-sonnet_1,1.8836221671298736,0.45709515536272993,0.025250401596774746,36.19907069019973,30968806.95462239,99.39481681152925,False,False,False
c0b22,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,original,original,claude-v3-sonnet_1,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.307683120251212,2.36871545445465,0.06867575536853535,32.72215627320111,30374082.4978114,99.35164335922796,False,False,False
fd554,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,original,11.601013987512136,2.3693537330500396,0.10716527174304316,32.613934740424156,30373883.92286892,99.31337711255492,False,False,False
d667a,original,gpt-4-turbo,original,gpt-4-turbo,mistral-large,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,original,11.547772734872014,2.15974612372181,0.13647078929319933,32.63357757590711,30439094.975325517,99.28424159023388,False,False,False
b9720,mistral-large,original,original,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,original,original,original,claude-v3-sonnet,original,10.90081197425904,1.2865458954586404,0.1578325295785156,32.87226737290621,30710756.41964463,99.26300376497336,False,False,False
61009,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,claude-v3-sonnet,gemini-v15-pro,original,original,gemini-v15-pro,claude-v3-sonnet_1,11.63755449789518,2.1549575195124713,0.12756338917460938,32.6004534792155,30440584.758646313,99.29309732037184,False,False,False
d5d58,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,gemini-v15-pro,original,original,gpt-4-turbo,original,claude-v3-sonnet,original,11.2809456760263,0.8306448398233479,0.22170977630923308,32.73202078975737,30852591.860396676,99.19949705690229,False,False,False
b3dc6,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,original,original,original,original,original,original,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.231133826704585,2.0916677166546314,0.12413879251332757,32.75039838068187,30460274.858005576,99.29650205165818,False,False,False
acf01,original,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,original,gemini-v15-pro,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,original,claude-v3-sonnet,original,11.613737296821755,1.8987136508220899,0.15447573767428863,32.60924060083926,30520304.824231736,99.26634108482398,False,False,False
13b1d,mistral-large,claude-v3-sonnet_1,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet_1,original,original,original,gemini-v15-pro,original,original,claude-v3-sonnet,claude-v3-sonnet_1,11.36102494175555,2.303579089646651,0.13156689941358296,32.70247633382678,30394347.0813155,99.2891170336654,False,False,False
84900,mistral-large,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gemini-v15-pro,claude-v3-sonnet,gemini-v15-pro,original,original,original,gpt-4-turbo,claude-v3-sonnet,claude-v3-sonnet,claude-v3-sonnet_1,11.266773170393055,1.9551622664080093,0.11474852438838559,32.73724959604442,30502743.087595012,99.30583784878534,False,False,False
c5d62,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,original,original,claude-v3-sonnet_1,gemini-v15-pro,original,claude-v3-sonnet,gemini-v15-pro,gpt-4-turbo,original,claude-v3-sonnet,claude-v3-sonnet_1,11.175533815161662,2.4893051299820743,0.1252706465603506,32.770911457017064,30336565.827105857,99.29537676326173,False,False,False
